"","agegroup","covid_numbers","policies_UK","rp_mean_norm","dospert_beta","objectiverisk_totalscore","numeracy_total","numeracy3","risktaking_mean","rp_individual_mean","rp_other_mean","risktaking_enforced","risktaking_recommendations"
"16","younger",7,4,0.208333333333333,-0.45205479452055,1,11,1,3.5,0,0.375,2.5,4.16666666666667
"17","younger",3,7,0.375,-1.28846153846154,0,8,1,2.11111111111111,0.0833333333333333,0.708333333333333,2,2.16666666666667
"18","younger",3,3,0.388888888888889,-1.13793103448276,0,9,1,2.55555555555556,0.0833333333333333,0.333333333333333,1.66666666666667,3
"19","younger",1,4,0.541666666666667,-0.260869565217392,3,1,0,1.3,0.208333333333333,0.583333333333333,1,1.5
"20","younger",1,6,0.805555555555556,NA,3,9,1,1.3,0.583333333333333,1,1.25,1.33333333333333
"21","younger",3,7,0.597222222222222,-0.622350674373795,2,10,1,2.1,0.5,0.75,1.75,2.33333333333333
"22","younger",3,7,0.541666666666667,-1.66666666666667,3,10,0,2.4,0.291666666666667,0.75,1.5,3
"23","younger",3,5,0.416666666666667,-0.743801652892562,1,11,1,2,0.291666666666667,0.5,1.33333333333333,2.33333333333333
"24","younger",3,3,0.638888888888889,0.000000000000000108779196440844,0,10,1,2.11111111111111,0.5,0.75,1.33333333333333,2.5
"25","younger",5,6,0.527777777777778,0.249999999999998,1,11,1,2.3,0.333333333333333,0.708333333333333,1.75,2.66666666666667
"26","younger",1,3,0.805555555555556,-0.599999999999999,3,11,1,1.66666666666667,1,0.5,1,2.2
"27","younger",3,3,0.722222222222222,NA,0,9,0,1,0.5,0.75,1,1
"28","younger",3,5,0.763888888888889,-1.14285714285714,1,10,1,1.6,0.666666666666667,0.791666666666667,1,2
"29","younger",5,5,0.416666666666667,NA,0,9,0,2.6,0.291666666666667,0.666666666666667,2.25,2.83333333333333
"30","younger",6,3,0.763888888888889,-0.00000000000000570982855246872,0,11,1,2,0.916666666666667,0.833333333333333,1.5,2.33333333333333
"31","younger",3,3,0.875,-0.887096774193548,1,11,1,2,0.708333333333333,0.916666666666667,1.33333333333333,2.33333333333333
"32","younger",3,5,0.708333333333333,-0.250000000000001,0,11,1,1.2,0.458333333333333,0.833333333333333,1,1.33333333333333
"33","younger",3,3,0.861111111111111,-0.555299539170507,1,11,1,2.1,1,0.916666666666667,2.25,2
"34","younger",2,5,0.75,-0.461538461538462,1,11,1,2.7,0.708333333333333,0.833333333333333,1.5,3.5
"35","younger",3,5,0.694444444444444,-0.521739130434784,0,11,1,1.55555555555556,0.708333333333333,0.458333333333333,1.33333333333333,1.66666666666667
"36","younger",4,4,0.166666666666667,0.889610389610391,1,7,0,2.3,0,0.25,2.25,2.33333333333333
"37","younger",2,5,0.694444444444444,-0.666666666666667,0,9,0,1.7,0.5,0.833333333333333,1.25,2
"38","younger",7,5,0.680555555555556,3.75,1,10,0,2.1,0.375,1,1.25,2.66666666666667
"39","younger",2,6,0.305555555555556,-0.382252559726962,1,11,1,3.5,0.333333333333333,0.333333333333333,2.75,4
"40","younger",3,7,0.736111111111111,-0.573770491803278,1,11,1,2.1,0.625,0.75,1.5,2.5
"41","younger",3,4,0.75,0.500000000000001,0,6,0,1.33333333333333,0.5,0.75,1,1.5
"42","younger",3,5,0.972222222222222,-0.242424242424242,1,9,0,2.22222222222222,1,1,1.66666666666667,2.5
"43","younger",1,3,0.875,-1.125,1,10,1,2,0.708333333333333,0.916666666666667,1.25,2.5
"44","younger",3,4,0.555555555555556,0.217391304347825,2,10,1,2.3,0.5,0.625,1.75,2.66666666666667
"45","younger",3,3,0.625,-1.3,0,8,0,1.9,0.5,0.708333333333333,1,2.5
"46","younger",7,3,0.708333333333333,0.499999999999995,1,8,1,2,0.583333333333333,0.916666666666667,1.25,2.5
"47","younger",7,4,0.569444444444444,0.534482758620689,0,11,1,1.1,0.416666666666667,0.666666666666667,1.25,1
"48","younger",3,2,0.513888888888889,-0.344827586206897,1,7,1,1.6,0.291666666666667,0.333333333333333,1.5,1.66666666666667
"49","younger",2,5,0.736111111111111,0.0243902439024382,0,10,1,1.77777777777778,0.458333333333333,0.833333333333333,1.33333333333333,2
"50","younger",2,5,0.583333333333333,-0.269230769230769,1,7,0,1.9,0.291666666666667,0.541666666666667,1.5,2.16666666666667
"51","younger",2,6,0.930555555555556,0.694444444444446,2,10,1,1.4,0.791666666666667,1,1.25,1.5
"52","younger",2,6,0.208333333333333,-0.558139534883721,1,11,1,3.1,0.0833333333333333,0.208333333333333,2,3.83333333333333
"53","younger",2,7,0.722222222222222,-0.763157894736842,2,8,0,1.625,0.416666666666667,0.75,1.33333333333333,1.8
"54","younger",2,6,0.625,-0.309644670050763,2,8,1,2.1,0.583333333333333,0.625,1.5,2.5
"55","younger",7,6,0.5,-0.479166666666666,3,7,0,1.7,0.208333333333333,0.75,1.5,1.83333333333333
"56","younger",6,5,0.486111111111111,-0.990099009900989,0,11,1,1.9,0.208333333333333,0.666666666666667,1,2.5
"57","younger",6,4,0.638888888888889,-0.431192660550459,1,10,0,2.5,0.458333333333333,0.833333333333333,1.75,3
"58","younger",5,4,0.819444444444444,-0.714285714285715,1,11,1,1.9,0.833333333333333,0.708333333333333,1.25,2.33333333333333
"59","younger",2,5,0.902777777777778,-0.999999999999997,2,11,1,1.1,0.791666666666667,0.916666666666667,1,1.16666666666667
"60","younger",7,3,0.611111111111111,-1.21649484536083,1,11,1,1.77777777777778,0.458333333333333,0.625,1,2.16666666666667
"61","younger",2,6,0.805555555555556,-1.63157894736842,2,11,1,1.7,0.583333333333333,0.916666666666667,1.5,1.83333333333333
"62","younger",3,6,0.597222222222222,-0.925,2,11,1,2.11111111111111,0.458333333333333,0.916666666666667,1.66666666666667,2.33333333333333
"63","younger",3,4,0.541666666666667,-0.378737541528239,1,9,1,2.7,0.375,0.833333333333333,1.5,3.5
"64","younger",2,6,0.722222222222222,-0.399999999999997,5,11,1,1.8,0.5,0.75,1.25,2.16666666666667
"65","younger",6,6,0.861111111111111,-1.60869565217391,3,8,0,1.8,0.666666666666667,0.916666666666667,1,2.33333333333333
"66","younger",1,6,0.902777777777778,-0.0909090909090903,1,11,1,1.11111111111111,0.791666666666667,1,1.33333333333333,1
"67","younger",3,4,0.472222222222222,-0.866666666666668,2,11,1,1.88888888888889,0.375,0.416666666666667,1,2.33333333333333
"68","younger",3,5,0.597222222222222,-0.761904761904762,0,10,1,2.5,0.5,0.625,2,2.83333333333333
"69","younger",3,3,0.833333333333333,NA,1,11,1,2.5,0.75,0.833333333333333,1.75,3
"70","younger",1,6,0.722222222222222,-0.0882352941176474,1,10,1,1.88888888888889,0.5,0.833333333333333,1.33333333333333,2.16666666666667
"71","younger",3,3,0.694444444444444,-0.345833333333332,1,10,1,1.9,0.791666666666667,0.708333333333333,1.5,2.16666666666667
"72","younger",3,3,0.569444444444444,-0.666666666666666,2,5,0,1.7,0.416666666666667,0.708333333333333,1.25,2
"73","younger",3,5,0.444444444444444,0.999999999999997,2,6,0,1.7,0.0833333333333333,0.458333333333333,1.5,1.83333333333333
"74","younger",3,3,0.361111111111111,-0.636363636363636,1,10,1,1.44444444444444,0.0833333333333333,0.291666666666667,1.33333333333333,1.5
"75","younger",7,3,0.347222222222222,-0.240384615384615,2,10,1,3.77777777777778,0.208333333333333,0.208333333333333,2,4.66666666666667
"76","younger",1,7,1,-0.613636363636363,2,10,1,2.7,1,1,1.75,3.33333333333333
"77","younger",7,7,0.375,-0.97969543147208,2,11,1,3.7,0.291666666666667,0.625,2.75,4.33333333333333
"78","younger",1,6,0.430555555555556,-1.27777777777778,1,9,1,2.22222222222222,0.291666666666667,0.458333333333333,1.33333333333333,2.66666666666667
"79","younger",7,5,0.847222222222222,0.857142857142858,1,11,1,1.71428571428571,0.791666666666667,1,1,1.83333333333333
"80","younger",3,6,0.652777777777778,0.2,3,10,1,1.625,0.208333333333333,0.75,1.33333333333333,1.8
"81","younger",4,7,0.444444444444444,-1.25,1,11,1,2.1,0.291666666666667,0.5,1.5,2.5
"82","younger",2,3,0.597222222222222,0.0454545454545454,2,9,0,1.7,0.625,0.458333333333333,1.25,2
"83","younger",2,5,0.625,NA,1,6,0,1.7,0.5,0.625,1.75,1.66666666666667
"84","younger",4,6,0.597222222222222,NA,0,7,0,2,0.291666666666667,0.666666666666667,1.75,2.16666666666667
"85","younger",5,7,0.347222222222222,-0.00000000000000090649330367368,1,6,1,2.8,0.375,0.416666666666667,2.25,3.16666666666667
"86","younger",1,5,0.75,0.363636363636364,1,10,1,2.8,0.5,0.916666666666667,1.5,3.66666666666667
"87","younger",2,6,0.819444444444444,-0.51470588235294,1,8,0,1.6,0.541666666666667,1,1,2
"88","younger",2,5,0.583333333333333,-1.08108108108108,1,10,1,1.6,0.291666666666667,0.625,1.25,1.83333333333333
"89","younger",2,5,0.638888888888889,0.578125000000002,0,9,1,2.2,0.375,0.708333333333333,1.25,2.83333333333333
"90","younger",3,5,0.555555555555556,-1.00722891566265,2,11,1,1.8,0.583333333333333,0.541666666666667,1.75,1.83333333333333
